Concept,Country,Data Source,Frequency,Status,Time,Unit,Value
"Other Expense, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,3355100000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,901400000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,32600000.00
"Social Security Benefits, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,1960300000.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,249300000.00
"Employer Social Benefits, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,400000.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,3355100000.00
"Total Expenditure, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,13402000000.00
"Interest, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.10
"Compensation of Employees, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,4.04
"Subsidies and Transfers, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,1.69
"Grants, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.02
"Social Benefits, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,5.32
"Other Expense, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,8.07
"Use of Goods and Services, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,2.17
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.08
"Social Security Benefits, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,4.72
"Social Assistance Benefits, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.60
"Employer Social Benefits, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,8.07
"Total Expenditure, Cash (Gen. Govt.)",Azerbaijan,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,32.24
"Interest, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,1109960000000.00
"Compensation of Employees, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,15479400000000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,8844940000000.00
"Grants, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,203209000000.00
"Social Benefits, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,22350000000000.00
"Other Expense, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,6041800000000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,12182800000000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,630441000000.00
"Social Security Benefits, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,19434600000000.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,2915360000000.00
"Employer Social Benefits, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,6041800000000.00
"Total Expenditure, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,73653100000000.00
"Interest, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.67
"Compensation of Employees, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,9.41
"Subsidies and Transfers, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,5.38
"Grants, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.12
"Social Benefits, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,13.59
"Other Expense, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,3.67
"Use of Goods and Services, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,7.41
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.38
"Social Security Benefits, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,11.82
"Social Assistance Benefits, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,1.77
"Employer Social Benefits, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,3.67
"Total Expenditure, Cash (Gen. Govt.)",Belarus,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,44.78
"Interest, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,218515000000.00
"Compensation of Employees, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,509208000000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,8588386556.00
"Grants, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,0.00
"Social Benefits, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,307468000000.00
"Other Expense, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,101700000000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,229567000000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,7669161150.00
"Social Security Benefits, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,254859000000.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,52609271211.00
"Employer Social Benefits, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,101700000000.00
"Total Expenditure, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,1490490000000.00
"Interest, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,5.80
"Compensation of Employees, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,13.51
"Subsidies and Transfers, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.23
"Grants, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.00
"Social Benefits, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,8.16
"Other Expense, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,2.70
"Use of Goods and Services, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,6.09
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.20
"Social Security Benefits, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,6.76
"Social Assistance Benefits, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,1.40
"Employer Social Benefits, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,2.70
"Total Expenditure, Cash (Gen. Govt.)",Brazil,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,39.53
"Interest, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,485889000.00
"Compensation of Employees, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,5736286000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,928447000.00
"Grants, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,-1000.00
"Social Benefits, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,10787704000.00
"Other Expense, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,1147673000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,3668318000.00
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,336159000.00
"Social Security Benefits, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,10016472000.00
"Social Assistance Benefits, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,771232000.00
"Employer Social Benefits, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,1147673000.00
"Total Expenditure, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,25699026000.00
"Interest, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.69
"Compensation of Employees, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,8.14
"Subsidies and Transfers, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,1.32
"Grants, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.00
"Social Benefits, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,15.31
"Other Expense, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,1.63
"Use of Goods and Services, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,5.21
"To Non-residents, Foreign Interest, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.48
"Social Security Benefits, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,14.21
"Social Assistance Benefits, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,1.09
"Employer Social Benefits, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.00
"Property Expense Other than Interest, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,0.00
"Miscellaneous Other Expense, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,1.63
"Total Expenditure, Cash (Gen. Govt.)",Bulgaria,Government Finance Statistics (GFS),Annual,Published,2010,Percent of GDP,36.47
"Interest, Cash (Gen. Govt.)",Chile,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,537468000000.00
"Compensation of Employees, Cash (Gen. Govt.)",Chile,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,6070820000000.00
"Subsidies and Transfers, Cash (Gen. Govt.)",Chile,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,5134620000000.00
"Grants, Cash (Gen. Govt.)",Chile,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,28626052690.00
"Social Benefits, Cash (Gen. Govt.)",Chile,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,4932930000000.00
"Other Expense, Cash (Gen. Govt.)",Chile,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,3425200000000.00
"Use of Goods and Services, Cash (Gen. Govt.)",Chile,Government Finance Statistics (GFS),Annual,Published,2010,National Currency,3047520000000.00
"Interest, Cash (Gen. Govt.)","China, P.R.: Hong Kong",Government Finance Statistics (GFS),Annual,Published,2010,National Currency,913000000.00
