Concept,Country,Data Source,Frequency,Status,Time,Unit,Value
"Subsidies and Transfers, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2007,National Currency,9244000000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2007,National Currency,162869000000.00
"Compensation of Employees, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2008,National Currency,157669000000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2008,National Currency,13448000000.00
"Expense, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2008,National Currency,667381000000.00
"Gross Domestic Product, Deflator",United Kingdom,International Financial Statistics (IFS),Annual,Published,2008,"Index, 2005=100, Seasonally Adjusted",108.88
"Gross Domestic Product, Deflator",United Kingdom,International Financial Statistics (IFS),Annual,Published,2008,Percent Change over Corresponding Period of Previous Year,3.13
"Gross Domestic Product, Nominal",United Kingdom,International Financial Statistics (IFS),Annual,Published,2008,"National Currency, Seasonally Adjusted",1433870000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2008,"Index, 2005=100, Seasonally Adjusted",104.99
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2008,"National Currency at 2000 prices, Seasonally Adjusted",1316916500000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2008,"National Currency at 2005 prices, Seasonally Adjusted",1330088000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2008,"National Currency at 2006 prices, Seasonally Adjusted",1433871000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2008,"National Currency at 2008 prices, Seasonally Adjusted",1433871000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2008,Percent,-1.10
"Interest, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2008,National Currency,33017000000.00
Net debt (Gen. Govt.),United Kingdom,Fiscal Monitor - Latest Published Data,Annual,Published,2008,Percent of GDP,45.99
Net debt (Gen. Govt.),United Kingdom,Fiscal Monitor September 2011,Annual,Published,2008,Percent of GDP,45.62
"Social Benefits, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2008,National Currency,190187000000.00
"Subsidies and Transfers, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2008,National Currency,8997000000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2008,National Currency,179130000000.00
"Compensation of Employees, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2009,National Currency,162307000000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2009,National Currency,13946000000.00
"Expense, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2009,National Currency,695101000000.00
"Gross Domestic Product, Deflator",United Kingdom,International Financial Statistics (IFS),Annual,Published,2009,"Index, 2005=100, Seasonally Adjusted",110.68
"Gross Domestic Product, Deflator",United Kingdom,International Financial Statistics (IFS),Annual,Published,2009,Percent Change over Corresponding Period of Previous Year,1.65
"Gross Domestic Product, Nominal",United Kingdom,International Financial Statistics (IFS),Annual,Published,2009,"National Currency, Seasonally Adjusted",1393854000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2009,"Index, 2005=100, Seasonally Adjusted",100.40
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2009,"National Currency at 2000 prices, Seasonally Adjusted",1259323200000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2009,"National Currency at 2005 prices, Seasonally Adjusted",1264646000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2009,"National Currency at 2006 prices, Seasonally Adjusted",1371163000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2009,"National Currency at 2008 prices, Seasonally Adjusted",1371163000000.00
"Gross Domestic Product, Real",United Kingdom,International Financial Statistics (IFS),Annual,Published,2009,Percent,-4.37
"Interest, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2009,National Currency,26708000000.00
Net debt (Gen. Govt.),United Kingdom,Fiscal Monitor - Latest Published Data,Annual,Published,2009,Percent of GDP,60.94
Net debt (Gen. Govt.),United Kingdom,Fiscal Monitor September 2011,Annual,Published,2009,Percent of GDP,60.89
"Social Benefits, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2009,National Currency,210806000000.00
"Subsidies and Transfers, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2009,National Currency,9251000000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",United Kingdom,International Financial Statistics (IFS),Annual,Published,2009,National Currency,190267000000.00
"Gross Domestic Product, Deflator",United States,International Financial Statistics (IFS),Annual,Published,2003,"Index, 2005=100, Seasonally Adjusted",94.14
"Gross Domestic Product, Deflator",United States,International Financial Statistics (IFS),Annual,Published,2003,Percent Change over Corresponding Period of Previous Year,2.10
"Gross Domestic Product, Nominal",United States,International Financial Statistics (IFS),Annual,Published,2003,"National Currency, Seasonally Adjusted",11142225000000.00
"Gross Domestic Product, Real",United States,International Financial Statistics (IFS),Annual,Published,2003,"Index, 2005=100, Seasonally Adjusted",93.77
"Gross Domestic Product, Real",United States,International Financial Statistics (IFS),Annual,Published,2003,"National Currency at 2000 prices, Seasonally Adjusted",10301093000000.00
"Gross Domestic Product, Real",United States,International Financial Statistics (IFS),Annual,Published,2003,"National Currency at 2005 prices, Seasonally Adjusted",11836425000000.00
"Gross Domestic Product, Real",United States,International Financial Statistics (IFS),Annual,Published,2003,Percent,2.54
"Gross Domestic Product, Deflator",United States,International Financial Statistics (IFS),Annual,Published,2004,"Index, 2005=100, Seasonally Adjusted",96.79
"Gross Domestic Product, Deflator",United States,International Financial Statistics (IFS),Annual,Published,2004,Percent Change over Corresponding Period of Previous Year,2.82
"Gross Domestic Product, Nominal",United States,International Financial Statistics (IFS),Annual,Published,2004,"National Currency, Seasonally Adjusted",11853250000000.00
"Gross Domestic Product, Real",United States,International Financial Statistics (IFS),Annual,Published,2004,"Index, 2005=100, Seasonally Adjusted",97.02
"Gross Domestic Product, Real",United States,International Financial Statistics (IFS),Annual,Published,2004,"National Currency at 2000 prices, Seasonally Adjusted",10675733000000.00
"Gross Domestic Product, Real",United States,International Financial Statistics (IFS),Annual,Published,2004,"National Currency at 2005 prices, Seasonally Adjusted",12246925000000.00
"Gross Domestic Product, Real",United States,International Financial Statistics (IFS),Annual,Published,2004,Percent,3.47
"Compensation of Employees, Noncash (Gen. Govt.)",United States,International Financial Statistics (IFS),Annual,Published,2005,US Dollars,1216192000000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",United States,International Financial Statistics (IFS),Annual,Published,2005,US Dollars,208690000000.00
"Expense, Noncash (Gen. Govt.)",United States,International Financial Statistics (IFS),Annual,Published,2005,US Dollars,3958689000000.00
"Grants, Noncash (Gen. Govt.)",United States,International Financial Statistics (IFS),Annual,Published,2005,US Dollars,43491000000.00
"Gross Domestic Product, Deflator",United States,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100, Seasonally Adjusted",100.00
"Gross Domestic Product, Deflator",United States,International Financial Statistics (IFS),Annual,Published,2005,Percent Change over Corresponding Period of Previous Year,3.32
"Gross Domestic Product, Nominal",United States,International Financial Statistics (IFS),Annual,Published,2005,"National Currency, Seasonally Adjusted",12622950000000.00
"Gross Domestic Product, Real",United States,International Financial Statistics (IFS),Annual,Published,2005,"Index, 2005=100, Seasonally Adjusted",100.00
"Gross Domestic Product, Real",United States,International Financial Statistics (IFS),Annual,Published,2005,"National Currency at 2005 prices, Seasonally Adjusted",12622950000000.00
"Gross Domestic Product, Real",United States,International Financial Statistics (IFS),Annual,Published,2005,Percent,3.07
"Interest, Noncash (Gen. Govt.)",United States,International Financial Statistics (IFS),Annual,Published,2005,US Dollars,342723000000.00
"Other Expense, Noncash (Gen. Govt.)",United States,International Financial Statistics (IFS),Annual,Published,2005,US Dollars,39731000000.00
"Social Benefits, Noncash (Gen. Govt.)",United States,International Financial Statistics (IFS),Annual,Published,2005,US Dollars,1493964000000.00
"Subsidies and Transfers, Noncash (Gen. Govt.)",United States,International Financial Statistics (IFS),Annual,Published,2005,US Dollars,60914000000.00
"Use of Goods and Services, Noncash (Gen. Govt.)",United States,International Financial Statistics (IFS),Annual,Published,2005,US Dollars,552987000000.00
"Compensation of Employees, Noncash (Gen. Govt.)",United States,International Financial Statistics (IFS),Annual,Published,2006,US Dollars,1274981000000.00
"Consumption of Fixed Capital, Noncash (Gen. Govt.)",United States,International Financial Statistics (IFS),Annual,Published,2006,US Dollars,224681000000.00
"Expense, Noncash (Gen. Govt.)",United States,International Financial Statistics (IFS),Annual,Published,2006,US Dollars,4166268000000.00
"Grants, Noncash (Gen. Govt.)",United States,International Financial Statistics (IFS),Annual,Published,2006,US Dollars,36936000000.00
"Gross Domestic Product, Deflator",United States,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100, Seasonally Adjusted",103.23
"Gross Domestic Product, Deflator",United States,International Financial Statistics (IFS),Annual,Published,2006,Percent Change over Corresponding Period of Previous Year,3.23
"Gross Domestic Product, Nominal",United States,International Financial Statistics (IFS),Annual,Published,2006,"National Currency, Seasonally Adjusted",13377200000000.00
"Gross Domestic Product, Real",United States,International Financial Statistics (IFS),Annual,Published,2006,"Index, 2005=100, Seasonally Adjusted",102.66
"Gross Domestic Product, Real",United States,International Financial Statistics (IFS),Annual,Published,2006,"National Currency at 2005 prices, Seasonally Adjusted",12958475000000.00
"Gross Domestic Product, Real",United States,International Financial Statistics (IFS),Annual,Published,2006,Percent,2.66
"Interest, Noncash (Gen. Govt.)",United States,International Financial Statistics (IFS),Annual,Published,2006,US Dollars,372201000000.00
Net debt (Gen. Govt.),United States,Fiscal Monitor - Latest Published Data,Annual,Published,2006,Percent of GDP,48.54
